Replicate,UC1_AssignedTextUC,UC2_AssignedTextUC,UC3_AssignedTextUC,UC4_AssignedTextUC,UC5_AssignedTextUC,UC6_AssignedTextUC,UC7_AssignedTextUC,UC8_AssignedTextUC,UC9_AssignedTextUC,UC10_AssignedTextUC,UC11_AssignedTextUC,UC12_AssignedTextUC,UC13_AssignedTextUC,UC14_AssignedTextUC,UC15_AssignedTextUC,UC16_AssignedTextUC,UC17_AssignedTextUC,UC18_AssignedTextUC,UC19_AssignedTextUC,UC20_AssignedTextUC,UC21_AssignedTextUC
928,8,13,9,20,1,21,14,10,4,12,11,7,19,17,5,18,2,16,15,6,3
929,12,2,13,17,10,8,18,4,16,11,1,14,9,15,21,5,6,20,3,7,19
930,17,4,8,21,5,11,18,2,1,16,9,7,20,13,15,3,10,14,19,6,12
931,3,6,14,12,8,15,9,17,18,21,11,10,4,1,13,16,19,5,7,2,20
932,12,9,11,1,16,19,13,18,14,6,7,21,17,5,20,4,3,8,2,15,10
933,15,8,21,11,12,3,1,13,14,2,17,6,18,10,16,20,5,4,7,9,19
934,19,8,18,7,9,10,15,21,16,6,4,11,5,12,14,2,20,1,17,13,3
935,13,20,17,3,1,19,9,12,2,21,15,6,10,18,8,14,16,4,11,7,5
936,20,5,8,10,21,3,16,9,15,6,18,1,7,4,11,14,12,13,2,17,19
937,21,15,11,17,20,7,4,18,3,16,13,19,5,12,10,1,2,8,14,9,6
938,1,12,2,10,20,5,7,16,14,17,8,18,15,21,9,13,6,3,11,19,4
939,12,3,8,11,9,10,20,15,4,19,17,13,7,6,14,16,5,1,21,2,18
940,9,1,8,5,15,11,20,4,2,3,17,14,13,18,21,19,16,12,7,6,10
941,8,11,7,19,6,1,17,4,5,10,9,15,2,18,12,3,14,13,20,16,21
942,1,16,12,4,18,2,3,9,13,20,11,21,14,7,6,5,8,19,10,15,17
943,12,11,14,15,4,13,7,8,3,19,20,1,2,21,5,6,16,17,10,18,9
944,10,14,4,8,19,11,1,7,3,2,21,13,5,17,20,9,15,12,16,6,18
945,5,21,8,7,1,3,17,4,18,12,2,19,9,20,10,11,6,14,16,13,15
946,20,17,6,18,9,10,16,7,14,19,12,2,13,1,3,8,4,15,5,11,21
947,9,15,19,10,12,3,8,11,13,20,14,5,16,17,7,1,6,2,21,4,18
948,18,8,21,15,11,16,9,7,19,6,20,13,12,5,4,2,1,14,10,3,17
949,3,15,17,18,21,6,7,2,14,16,13,4,8,10,11,9,20,1,5,19,12
950,5,10,13,21,12,7,2,17,14,11,18,9,3,15,20,1,6,4,16,8,19
951,5,20,16,13,6,12,18,7,8,15,4,11,19,3,1,21,2,17,14,10,9
952,1,19,10,9,20,15,12,21,17,11,5,2,4,3,6,13,16,14,7,8,18
953,9,8,3,12,11,21,1,6,17,4,20,14,2,19,5,10,16,7,13,15,18
954,13,17,16,10,3,7,1,11,4,20,18,21,15,19,5,8,12,2,14,9,6
955,17,21,18,3,12,9,20,1,15,16,14,8,13,10,7,6,11,2,4,5,19
956,4,1,2,7,3,20,5,15,21,14,8,17,12,11,10,16,18,9,6,19,13
957,1,5,8,15,9,3,16,21,13,11,7,19,2,20,6,10,4,14,17,12,18
958,13,12,6,2,18,4,3,1,17,14,16,10,7,11,9,8,19,15,21,20,5
959,19,12,11,13,4,21,16,14,5,8,17,18,3,15,9,2,10,7,1,20,6
960,12,9,17,7,15,3,13,20,11,14,8,4,18,2,16,1,6,10,21,5,19
961,12,6,14,16,13,8,2,17,21,1,3,20,7,10,19,15,18,9,11,4,5
962,13,11,2,9,20,6,5,14,4,7,18,3,10,16,21,19,1,8,15,17,12
963,11,13,14,20,7,9,21,1,12,16,19,5,18,3,2,15,6,10,17,4,8
964,10,8,20,6,7,11,16,19,1,15,14,18,13,3,9,4,12,2,5,21,17
965,2,11,4,9,3,7,20,17,10,14,15,16,8,13,12,1,6,5,21,18,19
966,19,17,15,11,7,4,9,21,14,10,3,5,1,16,13,2,18,8,20,6,12
967,3,20,15,14,7,6,4,8,13,17,2,19,12,18,10,16,21,9,5,1,11
968,1,6,8,2,10,16,11,17,20,4,12,18,5,15,14,3,9,13,19,21,7
969,17,19,9,21,16,6,7,14,11,18,13,8,15,20,12,10,2,4,5,3,1
970,14,2,16,21,19,13,5,3,1,18,12,11,20,6,8,15,10,4,9,7,17
971,18,15,13,21,7,1,20,11,16,3,2,19,9,8,5,12,10,17,6,4,14
972,19,12,8,14,21,1,15,3,2,17,5,4,10,16,6,18,13,9,7,11,20
973,1,17,7,13,5,8,3,19,16,2,12,14,4,20,6,18,9,15,11,21,10
974,8,12,18,2,7,13,11,5,21,1,20,19,3,4,9,6,14,17,16,10,15
975,3,4,9,6,11,19,18,10,21,20,2,17,12,5,1,7,14,8,15,13,16
976,11,1,20,15,5,16,3,18,6,19,8,9,17,12,4,2,14,21,10,7,13
977,10,9,13,3,4,21,14,7,15,1,20,6,5,8,2,12,11,18,16,17,19
978,2,21,4,1,7,11,16,15,14,12,10,6,9,19,17,3,5,8,13,20,18
979,12,4,17,14,8,16,3,19,7,18,5,9,21,10,11,15,20,2,1,6,13
980,8,5,17,6,20,4,12,7,1,21,9,13,14,16,3,10,2,18,19,11,15
981,1,17,14,21,18,7,2,15,13,8,19,4,6,12,3,11,5,10,9,16,20
982,7,17,11,14,21,8,2,15,4,13,5,20,19,1,10,18,9,12,16,6,3
983,6,5,19,13,3,1,4,17,8,18,12,9,15,21,16,20,10,14,11,2,7
984,19,1,17,5,4,7,21,10,20,9,6,13,14,15,3,11,8,2,18,12,16
985,11,4,3,17,10,14,12,13,15,5,6,2,1,20,19,9,18,8,16,7,21
986,18,2,11,20,10,9,14,4,6,17,13,8,19,12,1,3,15,16,7,5,21
987,14,3,8,13,19,21,12,7,16,1,17,15,9,18,11,2,6,4,20,10,5
988,5,20,17,11,10,7,3,4,6,18,19,9,21,1,8,13,2,15,12,16,14
989,12,6,3,21,14,5,13,11,20,10,9,7,18,19,8,15,1,16,4,2,17
990,9,4,7,1,12,17,14,15,18,2,10,19,20,13,21,8,5,16,6,3,11
991,13,2,1,12,15,8,17,9,5,4,7,3,20,19,11,14,18,16,10,6,21
992,16,4,6,7,18,12,15,13,2,9,10,20,14,11,17,8,19,1,3,21,5
993,7,1,16,5,14,6,12,11,21,15,17,9,20,10,19,8,2,18,3,13,4
994,13,1,17,19,4,14,16,9,11,6,15,12,21,18,2,20,7,3,5,8,10
995,9,4,13,19,12,18,16,21,8,14,10,1,17,2,11,5,7,15,20,6,3
996,4,19,10,5,17,20,1,13,6,14,2,15,7,3,16,11,21,12,8,9,18
997,15,18,20,5,6,13,17,4,7,2,19,9,1,3,14,12,21,11,16,10,8
998,6,21,10,4,13,15,12,3,2,5,7,1,18,17,9,19,8,11,20,14,16
999,1,13,19,14,8,15,11,7,6,5,17,18,3,21,9,2,10,20,4,12,16
1000,2,11,14,3,16,18,15,7,21,10,19,13,12,6,9,17,5,4,1,8,20
1001,13,15,8,4,12,21,5,19,18,17,16,10,6,11,1,7,20,2,9,3,14
1002,16,2,9,10,15,11,18,21,7,13,1,5,8,17,14,19,4,12,3,20,6
1003,19,10,15,20,11,7,9,21,17,12,16,8,4,3,14,18,1,6,5,13,2
1004,6,5,12,8,2,3,14,18,21,20,16,4,19,7,17,11,13,10,9,15,1
1005,12,10,8,17,1,7,5,14,9,15,16,19,13,11,3,20,18,2,6,21,4
1006,5,8,1,13,12,10,15,11,19,16,20,21,9,6,18,4,7,3,14,2,17
1007,13,3,10,4,8,6,19,1,20,12,2,14,7,5,11,21,16,15,9,18,17
1008,2,17,4,21,16,19,3,7,8,18,13,1,20,9,6,14,5,11,10,15,12
1009,17,8,15,9,13,6,2,18,11,12,7,5,21,10,16,14,3,20,19,1,4
1010,14,10,9,16,7,11,1,12,4,19,13,15,5,8,20,21,3,17,2,6,18
1011,9,14,6,1,8,20,4,15,21,17,19,16,5,12,3,11,13,7,10,18,2
1012,18,7,15,13,3,6,20,4,14,12,19,1,2,21,9,5,8,16,10,17,11
1013,1,21,4,16,8,15,6,14,3,13,7,17,20,12,5,10,11,18,2,9,19
1014,9,2,15,20,17,5,13,11,10,1,4,6,3,12,7,19,8,14,18,16,21
1015,1,16,21,20,9,18,12,13,5,7,19,15,4,10,14,11,6,8,2,17,3
1016,18,14,1,4,3,15,12,5,10,16,8,21,2,19,7,6,9,20,11,17,13
1017,10,2,17,13,19,15,4,18,6,11,20,21,1,3,5,8,9,12,16,7,14
1018,1,2,21,10,11,19,3,18,8,16,9,6,7,5,20,4,17,15,14,13,12
1019,18,3,15,10,16,6,4,2,20,9,19,13,8,12,17,1,14,21,5,7,11
1020,3,4,10,9,8,16,14,12,5,18,13,6,21,1,17,19,11,15,20,7,2
1021,21,17,14,3,6,1,19,18,4,13,10,8,5,20,2,16,11,9,7,15,12
1022,18,11,10,3,16,19,2,12,8,20,13,21,9,6,17,1,5,14,7,15,4
1023,2,3,8,12,9,7,5,13,16,11,4,19,21,10,1,18,14,20,17,6,15
1024,20,15,19,8,14,3,12,2,16,4,11,17,18,1,7,5,9,6,21,10,13
1025,21,17,18,2,9,10,1,20,5,8,15,14,4,7,11,12,13,16,3,6,19
1026,3,1,5,20,2,19,10,16,8,17,21,11,18,14,9,13,7,15,4,12,6
1027,14,7,21,17,8,6,13,11,16,15,10,4,5,3,12,9,19,20,18,2,1
1028,20,3,15,21,6,17,1,9,11,5,7,12,18,13,14,8,19,16,2,10,4
1029,10,12,3,4,6,11,16,9,5,2,15,19,21,1,20,14,8,18,7,13,17
1030,19,14,5,8,7,20,10,21,9,12,11,1,4,6,13,16,15,17,2,3,18
1031,14,20,11,2,21,13,17,1,6,12,3,7,8,10,4,9,15,18,19,16,5
1032,17,16,21,7,20,19,6,2,11,18,3,4,9,14,8,1,15,12,5,10,13
1033,20,11,12,6,9,1,10,17,19,21,3,4,2,5,13,7,14,8,16,18,15
1034,13,7,11,20,5,17,9,10,1,19,12,16,8,21,18,15,4,14,3,2,6
1035,8,2,19,1,4,10,21,12,17,7,11,16,15,13,20,3,14,18,6,9,5
1036,12,13,19,17,6,20,8,4,18,10,5,7,3,14,11,9,16,21,15,2,1
1037,18,15,5,11,6,3,21,9,4,17,20,2,1,8,16,12,14,13,7,19,10
1038,9,19,14,10,13,1,11,3,4,21,8,16,6,5,15,18,12,20,2,7,17
1039,13,6,20,15,18,9,1,4,7,17,8,19,21,10,2,3,5,14,16,11,12
1040,19,2,12,18,16,4,5,15,6,14,13,20,9,11,8,1,21,7,3,17,10
1041,12,6,14,20,8,4,9,18,21,5,11,10,1,16,15,2,17,3,19,13,7
1042,1,7,6,3,16,10,21,14,2,20,15,17,13,9,12,18,11,5,4,8,19
1043,7,9,2,21,4,17,10,1,15,3,13,14,16,6,8,20,5,18,12,19,11
1044,8,19,16,3,21,2,7,4,11,10,15,14,9,6,18,17,12,5,20,13,1
1045,2,20,11,3,9,1,16,7,14,12,4,18,6,21,8,15,19,17,5,10,13
1046,1,12,8,13,17,21,20,7,4,9,3,16,5,18,11,6,19,14,10,15,2
1047,9,13,10,7,18,14,6,17,19,2,20,8,3,21,4,15,1,16,5,12,11
1048,10,9,19,13,4,6,15,11,8,21,16,5,20,7,17,12,1,2,14,3,18
1049,18,10,8,20,5,17,1,16,9,21,12,4,19,2,14,11,6,15,7,13,3
1050,12,7,17,18,2,16,9,6,19,13,11,1,8,3,20,5,4,21,10,14,15
1051,8,13,10,7,17,6,9,18,15,20,19,4,5,11,3,16,14,21,2,1,12
1052,11,21,17,5,16,13,9,20,14,1,8,19,18,10,6,4,7,2,3,15,12
1053,17,1,4,13,15,2,18,6,12,9,8,5,16,19,3,10,20,11,14,7,21
1054,4,1,18,16,19,13,10,20,21,9,14,15,3,5,8,2,6,7,11,12,17
1055,18,14,1,10,21,19,2,12,3,9,20,8,11,4,13,6,16,5,15,17,7
1056,2,19,11,7,8,5,15,17,16,18,20,14,3,6,4,12,10,1,13,9,21
1057,20,1,18,13,2,8,15,17,11,6,19,12,3,16,14,5,4,9,21,10,7
1058,12,9,3,8,13,14,10,20,1,21,15,18,17,4,19,6,16,2,11,7,5
1059,4,5,12,1,16,17,6,9,18,21,13,10,19,11,7,3,20,14,15,2,8
1060,14,4,1,6,11,13,17,8,10,21,15,9,3,19,7,5,20,2,18,16,12
1061,19,15,6,17,2,18,4,7,10,11,8,16,13,21,12,1,14,5,3,20,9
1062,11,7,8,19,2,17,4,12,9,3,6,10,16,5,1,18,20,15,13,21,14
1063,2,21,20,1,10,3,16,17,15,14,5,7,13,18,19,11,8,9,6,4,12
1064,12,11,20,1,13,15,2,6,18,8,19,17,10,9,3,5,16,7,14,21,4
1065,7,13,2,15,12,14,19,1,9,6,17,3,10,20,8,5,4,18,16,11,21
1066,11,15,8,1,13,5,4,2,19,12,3,16,17,21,9,20,18,14,6,10,7
1067,20,8,7,6,16,12,10,3,15,1,11,5,18,19,17,9,4,21,14,13,2
1068,8,15,11,13,6,18,16,2,7,20,3,12,4,17,14,10,9,21,1,19,5
1069,12,5,4,17,20,3,14,2,15,10,9,21,7,8,18,13,1,16,11,19,6
1070,21,7,12,9,10,18,5,4,15,17,6,8,2,16,19,20,3,13,11,1,14
1071,15,14,20,5,1,18,4,12,3,11,16,9,6,8,21,7,2,19,17,13,10
1072,21,17,9,11,1,5,6,18,20,13,14,4,3,16,19,2,8,7,10,15,12
1073,13,8,10,7,9,17,15,12,19,20,11,4,14,5,1,21,2,18,3,6,16
1074,10,11,21,14,18,20,8,4,16,15,6,3,5,7,2,1,9,13,19,12,17
1075,18,20,19,14,6,1,17,2,21,9,7,16,15,4,11,5,3,12,13,10,8
1076,14,15,7,3,21,18,2,9,4,16,12,5,11,8,6,1,10,17,13,20,19
1077,20,13,9,4,18,6,11,10,2,14,19,5,3,7,21,12,8,16,15,1,17
1078,9,11,5,20,8,6,14,15,16,1,18,17,12,7,13,10,19,3,21,4,2
1079,12,19,1,8,4,11,9,6,3,15,20,10,5,2,18,7,13,14,21,17,16
1080,14,17,21,3,16,12,10,15,8,13,1,11,5,4,6,19,20,9,18,7,2
1081,21,5,6,19,7,11,9,16,4,12,1,20,8,10,3,15,18,17,14,2,13
1082,10,1,3,5,9,16,4,19,17,8,20,6,2,12,21,7,11,13,18,15,14
1083,7,2,3,4,11,5,16,19,9,12,1,15,20,14,10,17,21,18,13,6,8
1084,9,3,12,7,17,5,10,6,15,18,19,1,11,8,4,20,14,21,2,13,16
1085,21,14,20,9,1,5,12,18,13,15,19,8,4,3,2,6,7,16,11,17,10
1086,21,4,1,12,16,2,20,19,5,14,11,6,18,15,13,10,17,9,8,3,7
1087,10,13,21,9,12,3,7,11,17,5,19,16,20,18,1,6,15,2,8,14,4
1088,8,10,9,15,13,17,2,12,1,4,19,20,11,7,18,16,14,3,21,6,5
1089,1,14,8,16,15,7,18,11,17,6,2,10,13,19,3,12,9,4,5,20,21
1090,11,7,5,21,17,2,18,1,4,3,8,6,10,15,14,19,9,12,20,16,13
1091,21,1,19,11,7,15,8,10,9,20,17,2,13,14,12,5,6,3,4,18,16
1092,15,16,8,3,1,20,10,17,6,9,5,14,2,13,12,19,11,7,4,18,21
1093,20,13,6,19,3,7,2,11,21,1,18,15,17,8,4,14,12,10,16,5,9
1094,4,5,20,1,12,18,3,14,21,7,16,2,8,11,10,9,6,19,15,13,17
1095,20,21,17,9,1,12,13,6,4,14,16,18,5,19,15,7,2,10,11,3,8
1096,4,20,17,14,6,13,3,16,5,1,7,9,2,19,21,11,8,15,18,10,12
1097,19,17,7,5,11,12,2,8,4,21,3,9,14,13,1,16,20,15,10,18,6
1098,14,19,18,15,6,9,20,4,1,7,10,8,21,12,17,16,2,11,3,13,5
1099,15,13,19,11,8,2,5,7,6,18,10,20,16,21,14,12,3,17,1,4,9
1100,7,12,3,4,17,14,6,19,1,2,15,10,21,5,20,8,9,16,13,11,18
1101,17,5,20,9,6,18,3,19,21,8,14,11,1,13,10,4,2,15,7,12,16
1102,7,2,1,19,16,17,14,13,15,4,6,8,12,18,10,3,11,5,9,20,21
1103,6,7,10,17,20,13,21,5,12,9,14,11,16,8,1,4,3,18,15,19,2
1104,8,3,19,9,11,2,17,5,7,1,14,20,15,13,16,6,4,10,18,21,12
1105,21,5,2,4,8,13,16,3,15,20,10,6,1,18,14,12,7,19,11,17,9
1106,12,14,7,19,11,20,4,9,1,5,10,2,21,3,13,16,18,15,8,6,17
1107,18,2,15,21,5,8,4,3,19,9,16,12,6,13,11,10,14,7,1,17,20
1108,10,5,9,11,14,20,6,19,8,4,15,12,18,13,1,7,16,17,21,2,3
1109,10,18,8,14,16,19,2,5,6,1,9,3,4,11,7,21,15,13,20,17,12
1110,16,7,17,8,15,2,18,12,5,1,3,13,6,11,20,14,10,4,21,9,19
1111,14,15,7,20,19,3,6,21,4,10,5,11,18,2,17,1,9,8,16,13,12
1112,18,4,10,14,13,1,9,6,12,3,17,7,21,5,20,2,19,15,16,8,11
1113,10,19,20,9,1,16,3,12,17,15,14,8,7,4,11,13,21,6,2,5,18
1114,17,7,21,19,1,9,18,14,16,2,8,15,20,4,3,13,10,12,11,5,6
1115,7,17,20,6,15,4,14,11,21,5,19,8,3,18,10,16,13,12,9,2,1
1116,10,21,12,17,4,13,20,7,3,1,15,2,11,16,14,9,18,5,19,8,6
1117,21,16,14,15,20,6,19,5,10,8,4,12,11,17,1,7,18,2,3,9,13
1118,9,2,3,21,16,11,12,20,13,14,15,8,18,10,7,19,5,6,4,1,17
1119,10,12,4,19,7,15,18,6,11,16,8,1,14,20,5,2,9,13,3,21,17
1120,1,15,13,12,10,18,19,3,2,14,5,6,20,8,21,9,7,11,16,4,17
1121,4,11,7,9,15,10,20,19,6,21,3,17,1,13,8,14,5,2,18,12,16
1122,2,3,9,11,13,19,8,5,7,6,18,10,12,16,1,14,4,21,20,17,15
1123,17,21,19,8,14,1,2,18,20,4,7,10,11,6,16,13,9,5,3,12,15
1124,10,8,12,17,14,5,13,6,9,21,1,19,2,4,3,7,15,11,16,18,20
1125,4,9,6,11,18,12,19,7,10,13,15,17,2,16,1,21,8,3,5,14,20
1126,15,17,13,2,11,14,21,5,4,7,1,20,10,19,8,9,18,12,16,3,6
1127,17,18,5,8,13,4,3,11,2,1,6,20,7,9,19,14,10,12,16,21,15
1128,11,9,3,20,5,17,14,2,1,15,21,6,13,10,4,12,18,19,16,8,7
1129,17,20,2,15,16,10,14,9,8,21,18,19,6,4,13,5,1,7,11,12,3
1130,19,12,16,14,15,9,11,4,6,5,1,10,2,18,13,21,17,20,7,8,3
1131,14,10,13,4,12,3,20,16,9,5,2,21,15,19,1,18,17,8,11,7,6
1132,3,4,12,2,15,18,9,21,1,17,19,6,5,16,11,14,13,10,8,7,20
1133,21,13,16,2,7,4,15,20,8,3,5,10,11,6,17,18,9,1,14,19,12
1134,1,21,2,17,4,8,12,16,15,9,11,7,10,3,14,20,13,6,19,5,18
1135,17,11,5,18,19,8,1,7,9,16,6,13,20,2,10,15,14,12,3,21,4
1136,2,9,15,17,18,3,5,16,8,12,6,13,1,7,21,19,14,11,10,20,4
1137,20,10,14,3,18,11,5,21,8,17,19,12,7,2,16,13,1,9,15,4,6
1138,12,8,11,2,17,1,7,13,5,3,14,9,16,10,15,19,18,4,21,6,20
1139,12,3,14,4,20,6,17,13,19,7,9,15,10,8,2,21,18,1,16,5,11
1140,7,6,4,16,5,2,17,9,15,21,14,12,20,18,3,19,11,13,1,10,8
1141,14,7,18,17,5,12,4,16,9,8,20,11,3,10,19,15,1,2,21,13,6
1142,4,3,9,8,14,17,21,15,10,5,18,20,11,19,12,6,7,1,13,2,16
1143,10,20,5,1,15,7,6,11,17,3,19,18,4,12,16,21,8,2,14,13,9
1144,19,5,14,11,17,13,18,1,21,15,7,9,10,20,2,12,8,3,6,4,16
1145,10,4,11,2,16,18,8,17,15,20,7,3,12,19,5,6,14,21,13,1,9
1146,9,4,2,8,16,21,20,14,6,3,7,17,12,5,19,18,15,1,13,11,10
1147,6,8,11,3,21,13,12,14,9,4,16,19,5,2,17,20,1,18,10,15,7
1148,12,5,14,4,17,13,11,2,1,18,3,8,21,7,6,9,10,16,19,15,20
1149,8,3,5,7,18,21,1,10,16,17,4,20,19,9,13,14,2,11,6,12,15
1150,17,13,12,20,9,6,16,5,10,1,2,3,18,11,7,19,15,4,8,21,14
1151,15,14,17,1,4,21,3,5,9,20,16,19,18,12,10,2,11,8,6,7,13
1152,2,7,6,8,5,18,20,21,15,13,3,17,1,4,19,10,12,11,14,9,16
1153,11,1,12,6,10,18,16,3,14,20,4,17,2,9,13,5,7,15,21,19,8
1154,6,11,1,4,16,12,20,8,18,2,10,13,17,3,14,19,15,7,21,9,5
1155,15,10,17,19,1,6,3,20,9,2,21,11,14,12,18,7,16,5,8,4,13
1156,5,1,8,6,20,10,14,17,4,11,7,19,2,16,21,12,15,9,18,13,3
1157,9,2,18,5,19,7,11,13,17,14,10,1,3,15,8,21,16,20,12,6,4
1158,16,1,15,6,12,8,21,14,11,20,9,17,3,19,13,10,7,4,5,2,18
1159,6,11,18,19,15,3,4,16,8,10,20,17,12,2,5,14,9,1,21,13,7
1160,13,14,4,15,12,8,21,17,5,9,18,19,2,6,10,7,1,11,3,16,20
1161,16,3,19,21,4,9,13,15,12,10,2,18,14,8,20,7,5,17,11,1,6
1162,13,15,21,5,12,8,4,2,9,6,7,1,16,20,14,18,3,17,11,10,19
1163,19,9,7,11,18,5,2,3,14,13,6,1,4,20,21,17,16,12,8,15,10
1164,19,2,16,1,14,6,7,20,11,4,5,10,3,12,18,13,15,9,21,17,8
1165,2,1,8,3,9,6,5,16,12,11,13,21,10,17,4,14,20,15,7,19,18
1166,10,20,17,13,21,6,1,18,5,15,19,12,9,16,2,11,3,7,4,8,14
1167,6,18,12,2,7,21,1,4,17,3,19,11,8,10,14,13,15,5,16,20,9
1168,20,11,4,7,5,18,16,19,13,15,2,8,9,3,17,10,6,1,21,12,14
1169,7,3,4,18,8,14,13,2,20,16,21,12,10,15,1,5,17,19,9,6,11
1170,20,7,19,2,10,21,18,1,17,13,9,15,5,6,12,14,3,11,16,8,4
1171,20,9,19,12,21,11,6,4,10,8,1,17,16,13,15,14,18,3,5,2,7
1172,5,12,15,10,19,17,1,6,21,3,13,16,4,20,8,2,9,7,14,11,18
1173,20,18,14,13,4,6,3,16,10,17,2,8,21,9,11,1,15,7,5,12,19
1174,7,15,5,13,9,21,6,16,2,8,10,11,1,19,20,3,12,14,17,4,18
1175,16,5,14,21,19,13,1,11,9,15,10,4,3,20,2,18,8,12,6,7,17
1176,15,20,8,4,6,12,7,2,16,21,18,3,14,19,5,10,1,11,9,13,17
1177,11,3,21,2,6,17,15,20,12,14,18,9,19,7,1,4,5,13,16,10,8
1178,5,2,16,1,9,6,8,21,13,3,4,17,10,18,12,19,20,7,11,14,15
1179,10,9,21,14,2,16,19,3,6,17,7,5,12,11,18,20,4,8,1,13,15
1180,15,14,16,12,7,20,3,11,8,18,10,4,9,5,2,1,17,19,21,6,13
1181,19,3,5,14,16,13,8,1,7,6,11,15,2,18,10,4,12,17,9,21,20
1182,10,13,17,14,8,4,18,15,16,11,21,20,2,9,19,3,6,12,1,7,5
1183,14,8,17,4,1,11,5,16,21,19,6,18,3,15,2,7,12,10,20,13,9
1184,5,15,14,2,12,16,21,7,6,8,20,10,3,13,9,17,1,18,4,19,11
1185,15,13,14,18,6,11,3,5,8,12,21,1,4,17,2,10,16,7,19,20,9
1186,18,16,1,11,13,21,3,19,20,15,17,10,6,9,5,14,2,7,8,4,12
1187,1,5,9,8,2,13,12,18,19,16,6,17,15,14,10,3,21,11,7,20,4
1188,13,10,9,3,4,17,20,7,15,16,6,12,8,1,11,5,2,21,19,14,18
1189,21,9,17,19,1,5,3,11,15,13,4,10,14,20,18,16,6,8,7,12,2
1190,15,14,11,17,13,7,18,9,16,2,3,1,21,10,4,19,5,20,12,6,8
1191,18,6,5,8,9,19,15,11,10,21,3,1,16,20,14,13,7,2,4,17,12
1192,3,20,5,15,4,17,10,13,1,21,11,8,12,19,18,16,7,9,14,2,6
1193,20,18,5,3,10,21,19,17,7,13,15,11,16,14,12,8,9,6,2,4,1
1194,18,3,19,20,11,13,15,14,10,16,2,4,5,6,8,1,12,9,17,21,7
1195,9,18,14,2,17,4,20,1,11,15,7,6,16,21,5,10,8,19,13,12,3
1196,3,19,6,9,2,17,7,14,10,13,20,1,11,12,18,5,4,15,21,16,8
1197,10,17,21,19,16,20,6,5,3,12,4,8,7,2,13,1,9,18,11,15,14
1198,12,20,19,14,4,17,9,7,8,10,15,18,3,21,16,5,13,6,1,2,11
1199,3,18,19,9,21,14,15,6,2,8,16,11,10,17,1,5,4,13,20,12,7
1200,9,4,11,20,16,21,19,6,7,5,17,1,12,2,13,14,15,8,10,18,3
1201,18,10,17,11,14,15,2,3,6,19,7,13,9,12,20,4,8,5,21,1,16
1202,19,12,4,10,5,15,6,11,13,9,18,21,17,7,2,20,8,14,16,3,1
1203,7,16,4,11,1,6,9,8,15,18,14,5,10,12,17,3,13,2,20,19,21
1204,13,21,1,2,18,9,3,7,10,19,5,12,4,14,6,11,15,16,17,20,8
1205,3,20,7,8,12,2,18,17,19,16,6,1,15,13,9,11,14,10,21,5,4
1206,13,10,16,11,15,8,18,6,19,1,4,5,14,17,21,3,2,20,9,12,7
1207,21,2,12,1,13,16,19,18,8,3,17,11,4,20,5,7,10,15,14,9,6
1208,20,16,2,14,8,17,21,18,15,7,13,12,1,9,5,10,4,6,19,3,11
1209,20,9,10,16,6,12,7,3,4,1,13,11,14,21,2,8,19,18,17,15,5
1210,11,8,12,3,18,14,21,6,7,5,15,19,17,13,2,20,1,10,4,9,16
1211,4,15,11,19,20,5,21,12,13,16,2,10,1,14,6,9,18,7,8,3,17
1212,17,9,5,6,10,20,13,11,4,14,15,1,21,18,2,3,8,12,19,16,7
1213,19,10,16,9,6,11,18,4,21,8,17,14,1,2,5,13,12,15,20,3,7
1214,4,13,20,16,10,2,11,15,21,7,12,18,17,1,9,6,5,14,19,3,8
1215,15,19,5,20,6,17,12,4,7,3,11,21,9,18,16,1,14,8,13,2,10
1216,12,7,4,15,5,14,20,11,19,16,21,17,1,18,10,8,2,3,13,6,9
1217,2,5,7,8,1,14,15,10,3,21,6,11,9,18,12,4,17,20,13,19,16
1218,10,14,20,5,6,19,15,13,12,7,21,8,1,17,2,9,3,4,18,16,11
1219,17,21,14,20,8,1,7,3,11,19,5,10,6,12,15,9,4,2,13,18,16
1220,2,20,16,13,7,14,11,8,21,19,12,10,6,4,3,15,1,9,17,18,5
1221,17,20,16,11,18,3,15,10,9,13,7,21,8,5,19,12,14,6,4,2,1
1222,12,8,1,11,2,21,15,9,3,6,19,17,10,16,20,7,5,14,13,4,18
1223,15,3,8,14,9,2,17,13,10,19,12,21,5,20,16,18,7,6,4,11,1
1224,8,6,17,7,10,15,19,16,12,11,20,4,13,18,3,9,2,14,1,21,5
1225,3,19,21,16,7,9,17,5,4,15,2,18,8,1,12,11,6,20,14,10,13
1226,21,13,15,5,2,6,17,18,4,19,1,9,10,11,20,16,7,3,14,8,12
1227,18,12,11,7,6,3,19,9,10,5,15,8,20,14,1,16,21,13,17,2,4
1228,3,8,10,1,17,13,18,2,16,5,12,7,4,20,9,15,6,21,11,19,14
1229,6,17,2,12,3,8,11,21,20,9,15,5,13,10,4,19,14,18,1,16,7
1230,8,3,1,11,5,20,10,7,4,12,6,13,18,19,21,15,2,14,9,16,17
1231,15,12,20,13,4,16,21,6,1,11,10,17,8,2,5,9,3,14,18,19,7
1232,12,15,9,7,19,11,21,14,5,18,10,13,16,4,20,2,3,6,8,17,1
1233,8,10,21,9,7,11,18,13,5,2,16,20,17,4,19,1,12,15,14,3,6
