QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q001727,Gemini-2.5-Pro-Preview-05-06,9,Gemini-2.5-Pro-Preview-05-06_run9.json,WasteJourney,WasteJourney,getStatus,+ getStatus () : TrackingStatus,10,1,2232,Class: Waste Journey. Method: get Status. Signature: get Status Tracking Status.
Q001728,Gemini-2.5-Pro-Preview-05-06,9,Gemini-2.5-Pro-Preview-05-06_run9.json,WasteJourney,WasteJourney,updateLocation,+ updateLocation (location : Address),9,1,2233,Class: Waste Journey. Method: update Location. Signature: update Location location Address.
Q001729,Grok3,2,Grok3_run2.json,CollectionPoint,CollectionPoint,deactivate,+ deactivate (),20,1,2296,Class: Collection Point. Method: deactivate. Signature: deactivate.
Q001730,Grok3,2,Grok3_run2.json,CollectionPoint,CollectionPoint,updateDetails,+ updateDetails (newDetails : Map),20,1,2297,Class: Collection Point. Method: update Details. Signature: update Details new Details Map.
Q001731,Grok3,2,Grok3_run2.json,CollectionRequest,CollectionRequest,acceptRequest,+ acceptRequest (provider : ServiceProvider),8,1,2298,Class: Collection Request. Method: accept Request. Signature: accept Request provider Service Provider.
Q001732,Grok3,2,Grok3_run2.json,CollectionRequest,CollectionRequest,completeRequest,+ completeRequest (),8,1,2299,Class: Collection Request. Method: complete Request. Signature: complete Request.
Q001733,Grok3,2,Grok3_run2.json,CollectionRequest,CollectionRequest,createRequest,"+ createRequest (user : UserProfile, details : Map)",6,1,2300,Class: Collection Request. Method: create Request. Signature: create Request user User Profile details Map.
Q001734,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,notifyUserRequestAccepted,+ notifyUserRequestAccepted (request : ServiceRequest),8,1,2301,Class: Notification Service. Method: notify User Request Accepted. Signature: notify User Request Accepted request Service Request.
Q001735,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,sendDeactivationConfirmation,+ sendDeactivationConfirmation (user : UserProfile),15,1,2302,Class: Notification Service. Method: send Deactivation Confirmation. Signature: send Deactivation Confirmation user User Profile.
Q001736,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (user : UserProfile),3,1,2303,Class: Notification Service. Method: send Password Reset Confirmation. Signature: send Password Reset Confirmation user User Profile.
Q001737,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,sendPasswordResetLink,"+ sendPasswordResetLink (user : UserProfile, token : String)",3,1,2304,Class: Notification Service. Method: send Password Reset Link. Signature: send Password Reset Link user User Profile token String.
Q001738,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),1,1,2305,Class: Notification Service. Method: send Registration Confirmation. Signature: send Registration Confirmation user User Profile.
Q001739,Grok3,2,Grok3_run2.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),1,1,2306,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email user User Profile.
Q001740,Grok3,2,Grok3_run2.json,Product,Product,listProduct,"+ listProduct (user : UserProfile, details : Map)",5,1,2307,Class: Product. Method: list Product. Signature: list Product user User Profile details Map.
Q001741,Grok3,2,Grok3_run2.json,Product,Product,updateDetails,+ updateDetails (newDetails : Map),13,1,2308,Class: Product. Method: update Details. Signature: update Details new Details Map.
Q001742,Grok3,2,Grok3_run2.json,RoleManager,RoleManager,assignRole,"+ assignRole (user : UserProfile, role : UserRole)",21,1,2309,Class: Role Manager. Method: assign Role. Signature: assign Role user User Profile role User Role.
Q001743,Grok3,2,Grok3_run2.json,RoleManager,RoleManager,removeRole,"+ removeRole (user : UserProfile, role : UserRole)",21,1,2310,Class: Role Manager. Method: remove Role. Signature: remove Role user User Profile role User Role.
Q001744,Grok3,2,Grok3_run2.json,SearchFilter,SearchFilter,applyFilter,+ applyFilter () : Product[],14,1,2311,Class: Search Filter. Method: apply Filter. Signature: apply Filter Product.
Q001745,Grok3,2,Grok3_run2.json,TransportRequest,TransportRequest,acceptRequest,+ acceptRequest (provider : ServiceProvider),9,1,2312,Class: Transport Request. Method: accept Request. Signature: accept Request provider Service Provider.
Q001746,Grok3,2,Grok3_run2.json,TransportRequest,TransportRequest,completeRequest,+ completeRequest (),9,1,2313,Class: Transport Request. Method: complete Request. Signature: complete Request.
Q001747,Grok3,2,Grok3_run2.json,TransportRequest,TransportRequest,createRequest,"+ createRequest (user : UserProfile, details : Map)",6,1,2314,Class: Transport Request. Method: create Request. Signature: create Request user User Profile details Map.
Q001748,Grok3,2,Grok3_run2.json,UserAccount,UserAccount,activateAccount,+ activateAccount (),1,1,2315,Class: User Account. Method: activate Account. Signature: activate Account.
Q001749,Grok3,2,Grok3_run2.json,UserAccount,UserAccount,createAccount,"+ createAccount (profileData : Map, credentialsData : Map)",1,1,2316,Class: User Account. Method: create Account. Signature: create Account profile Data Map credentials Data Map.
Q001750,Grok3,2,Grok3_run2.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),15,1,2317,Class: User Account. Method: deactivate Account. Signature: deactivate Account reason String.
Q001751,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,generateResetToken,+ generateResetToken (),3,1,2318,Class: User Credentials. Method: generate Reset Token. Signature: generate Reset Token.
Q001752,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,updateLastLoginDate,+ updateLastLoginDate (),2,1,2319,Class: User Credentials. Method: update Last Login Date. Signature: update Last Login Date.
Q001753,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,updatePassword,+ updatePassword (newPassword : String),3,1,2320,Class: User Credentials. Method: update Password. Signature: update Password new Password String.
Q001754,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String)",2,1,2321,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials email String password String.
Q001755,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,validateEmailAndPassword,"+ validateEmailAndPassword (email : String, password : String)",1,1,2322,Class: User Credentials. Method: validate Email And Password. Signature: validate Email And Password email String password String.
Q001756,Grok3,2,Grok3_run2.json,UserCredentials,UserCredentials,validateResetToken,+ validateResetToken (token : String),3,1,2323,Class: User Credentials. Method: validate Reset Token. Signature: validate Reset Token token String.
Q001757,Grok3,2,Grok3_run2.json,UserProfile,UserProfile,getProductListings,+ getProductListings () : Product[],13,1,2324,Class: User Profile. Method: get Product Listings. Signature: get Product Listings Product.
Q001758,Grok3,2,Grok3_run2.json,UserProfile,UserProfile,getServiceRequests,+ getServiceRequests () : ServiceRequest[],11,1,2325,Class: User Profile. Method: get Service Requests. Signature: get Service Requests Service Request.
Q001759,Grok3,2,Grok3_run2.json,UserProfile,UserProfile,updateProfile,+ updateProfile (newData : Map),4,1,2326,Class: User Profile. Method: update Profile. Signature: update Profile new Data Map.
Q001760,Grok3,2,Grok3_run2.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,2327,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001761,Grok3,5,Grok3_run5.json,CollectionPoint,CollectionPoint,updateName,+ updateName (name : String),20,1,2388,Class: Collection Point. Method: update Name. Signature: update Name name String.
Q001762,Grok3,5,Grok3_run5.json,CollectionPoint,CollectionPoint,updateOperatingHours,+ updateOperatingHours (operatingHours : OpeningHours[]),20,1,2389,Class: Collection Point. Method: update Operating Hours. Signature: update Operating Hours operating Hours Opening Hours.
Q001763,Grok3,5,Grok3_run5.json,NotificationService,NotificationService,sendAccountDeactivationConfirmation,+ sendAccountDeactivationConfirmation (userProfile : UserProfile),15,1,2390,Class: Notification Service. Method: send Account Deactivation Confirmation. Signature: send Account Deactivation Confirmation user Profile User Profile.
Q001764,Grok3,5,Grok3_run5.json,NotificationService,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (userProfile : UserProfile),3,1,2391,Class: Notification Service. Method: send Password Reset Confirmation. Signature: send Password Reset Confirmation user Profile User Profile.
Q001765,Grok3,5,Grok3_run5.json,NotificationService,NotificationService,sendPasswordResetEmail,+ sendPasswordResetEmail (userProfile : UserProfile),3,1,2392,Class: Notification Service. Method: send Password Reset Email. Signature: send Password Reset Email user Profile User Profile.
Q001766,Grok3,5,Grok3_run5.json,NotificationService,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (userProfile : UserProfile),1,1,2393,Class: Notification Service. Method: send Registration Confirmation. Signature: send Registration Confirmation user Profile User Profile.
Q001767,Grok3,5,Grok3_run5.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (userProfile : UserProfile),1,1,2394,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email user Profile User Profile.
Q001768,Grok3,5,Grok3_run5.json,Product,Product,updateCategory,+ updateCategory (category : ProductCategory),13,1,2395,Class: Product. Method: update Category. Signature: update Category category Product Category.
Q001769,Grok3,5,Grok3_run5.json,Product,Product,updateDescription,+ updateDescription (description : String),13,1,2396,Class: Product. Method: update Description. Signature: update Description description String.
Q001770,Grok3,5,Grok3_run5.json,Product,Product,updateInventory,+ updateInventory (inventory : Integer),13,1,2397,Class: Product. Method: update Inventory. Signature: update Inventory inventory Integer.
Q001771,Grok3,5,Grok3_run5.json,Product,Product,updateName,+ updateName (name : String),13,1,2398,Class: Product. Method: update Name. Signature: update Name name String.
Q001772,Grok3,5,Grok3_run5.json,ServiceProvider,ServiceProvider,updateCompanyName,+ updateCompanyName (name : String),19,1,2399,Class: Service Provider. Method: update Company Name. Signature: update Company Name name String.
Q001773,Grok3,5,Grok3_run5.json,ServiceRequest,ServiceRequest,accept,+ accept (provider : ServiceProvider),8,1,2400,Class: Service Request. Method: accept. Signature: accept provider Service Provider.
Q001774,Grok3,5,Grok3_run5.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2401,Class: Service Request. Method: cancel. Signature: cancel.
Q001775,Grok3,5,Grok3_run5.json,UserAccount,UserAccount,deactivate,+ deactivate (reason : String),15,1,2402,Class: User Account. Method: deactivate. Signature: deactivate reason String.
Q001776,Grok3,5,Grok3_run5.json,UserCredentials,UserCredentials,attemptLogin,+ attemptLogin (password : String) : boolean,2,1,2403,Class: User Credentials. Method: attempt Login. Signature: attempt Login password String boolean.
Q001777,Grok3,5,Grok3_run5.json,UserCredentials,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (),3,1,2404,Class: User Credentials. Method: generate Password Reset Token. Signature: generate Password Reset Token.
Q001778,Grok3,5,Grok3_run5.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String),3,1,2405,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String.
Q001779,Grok3,5,Grok3_run5.json,UserCredentials,UserCredentials,setPassword,- setPassword (password : String) : ValidationResult,1,1,2406,Class: User Credentials. Method: set Password. Signature: set Password password String Validation Result.
Q001780,Grok3,5,Grok3_run5.json,UserCredentials,UserCredentials,validatePasswordResetToken,+ validatePasswordResetToken (token : String) : boolean,3,1,2407,Class: User Credentials. Method: validate Password Reset Token. Signature: validate Password Reset Token token String boolean.
Q001781,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,setRole,+ setRole (role : UserRole),21,1,2408,Class: User Profile. Method: set Role. Signature: set Role role User Role.
Q001782,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,updateAddress,+ updateAddress (address : Address) : ValidationResult,4,1,2409,Class: User Profile. Method: update Address. Signature: update Address address Address Validation Result.
Q001783,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,updateEmail,+ updateEmail (email : String) : ValidationResult,4,1,2410,Class: User Profile. Method: update Email. Signature: update Email email String Validation Result.
Q001784,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,updateName,+ updateName (name : String) : ValidationResult,4,1,2411,Class: User Profile. Method: update Name. Signature: update Name name String Validation Result.
Q001785,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,updatePhoneNumber,+ updatePhoneNumber (phoneNumber : String) : ValidationResult,4,1,2412,Class: User Profile. Method: update Phone Number. Signature: update Phone Number phone Number String Validation Result.
Q001786,Grok3,5,Grok3_run5.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (token : String) : boolean,1,1,2413,Class: User Profile. Method: verify Email. Signature: verify Email token String boolean.
Q001787,Llama4,1,Llama4_run1.json,Address,Address,validateAddress,+ validateAddress (),1,1,2529,Class: Address. Method: validate Address. Signature: validate Address.
Q001788,Llama4,1,Llama4_run1.json,CollectionPoint,CollectionPoint,updateLocation,+ updateLocation (),20,1,2530,Class: Collection Point. Method: update Location. Signature: update Location.
Q001789,Llama4,1,Llama4_run1.json,Product,Product,listProduct,+ listProduct (),5,1,2533,Class: Product. Method: list Product. Signature: list Product.
Q001790,Llama4,1,Llama4_run1.json,Product,Product,updateListing,+ updateListing (),13,1,2534,Class: Product. Method: update Listing. Signature: update Listing.
Q001791,Llama4,1,Llama4_run1.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2535,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001792,Llama4,1,Llama4_run1.json,RoleManager,RoleManager,validateRoleTransition,+ validateRoleTransition (),21,1,2536,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition.
Q001793,Llama4,1,Llama4_run1.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts (),14,1,2537,Class: Search Filter. Method: search Products. Signature: search Products.
Q001794,Llama4,1,Llama4_run1.json,ServiceProvider,ServiceProvider,handleCollectionRequest,+ handleCollectionRequest (),8,1,2538,Class: Service Provider. Method: handle Collection Request. Signature: handle Collection Request.
Q001795,Llama4,1,Llama4_run1.json,ServiceProvider,ServiceProvider,handleTransportRequest,+ handleTransportRequest (),9,1,2539,Class: Service Provider. Method: handle Transport Request. Signature: handle Transport Request.
Q001796,Llama4,1,Llama4_run1.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (),19,1,2540,Class: Service Provider. Method: update Profile. Signature: update Profile.
Q001797,Llama4,1,Llama4_run1.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2541,Class: Service Request. Method: cancel. Signature: cancel.
Q001798,Llama4,1,Llama4_run1.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2544,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001799,Llama4,1,Llama4_run1.json,UserAccount,UserAccount,login,+ login (),2,1,2545,Class: User Account. Method: login. Signature: login.
Q001800,Llama4,1,Llama4_run1.json,UserAccount,UserAccount,registerUser,+ registerUser (),1,1,2546,Class: User Account. Method: register User. Signature: register User.
Q001801,Llama4,1,Llama4_run1.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (),3,1,2547,Class: User Credentials. Method: reset Password. Signature: reset Password.
Q001802,Llama4,1,Llama4_run1.json,UserCredentials,UserCredentials,validateCredentials,+ validateCredentials (),2,1,2548,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials.
Q001803,Llama4,1,Llama4_run1.json,UserProfile,UserProfile,updateProfile,+ updateProfile (),4,1,2549,Class: User Profile. Method: update Profile. Signature: update Profile.
Q001804,Llama4,1,Llama4_run1.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,2550,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001805,Llama4,1,Llama4_run1.json,WasteJourney,WasteJourney,track,+ track (),10,1,2552,Class: Waste Journey. Method: track. Signature: track.
Q001806,Llama4,1,Llama4_run1.json,WasteJourney,WasteJourney,updateStatus,+ updateStatus (),10,1,2553,Class: Waste Journey. Method: update Status. Signature: update Status.
Q001807,Llama4,10,Llama4_run10.json,CollectionPoint,CollectionPoint,addCollectionPoint,+ addCollectionPoint (),20,1,2554,Class: Collection Point. Method: add Collection Point. Signature: add Collection Point.
Q001808,Llama4,10,Llama4_run10.json,CollectionPoint,CollectionPoint,updateCollectionPoint,+ updateCollectionPoint (),20,1,2555,Class: Collection Point. Method: update Collection Point. Signature: update Collection Point.
Q001809,Llama4,10,Llama4_run10.json,CollectionRequest,CollectionRequest,scheduleCollection,+ scheduleCollection (),8,1,2556,Class: Collection Request. Method: schedule Collection. Signature: schedule Collection.
Q001810,Llama4,10,Llama4_run10.json,OpeningHours,OpeningHours,validateOperatingHours,+ validateOperatingHours () : ValidationResult,20,1,2558,Class: Opening Hours. Method: validate Operating Hours. Signature: validate Operating Hours Validation Result.
Q001811,Llama4,10,Llama4_run10.json,Product,Product,editProductListing,+ editProductListing (),13,1,2559,Class: Product. Method: edit Product Listing. Signature: edit Product Listing.
Q001812,Llama4,10,Llama4_run10.json,Product,Product,listProduct,+ listProduct (),5,1,2560,Class: Product. Method: list Product. Signature: list Product.
Q001813,Llama4,10,Llama4_run10.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2561,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001814,Llama4,10,Llama4_run10.json,RoleManager,RoleManager,validateRoleTransition,+ validateRoleTransition () : boolean,21,1,2562,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition boolean.
Q001815,Llama4,10,Llama4_run10.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts () : List<Product>,14,1,2563,Class: Search Filter. Method: search Products. Signature: search Products List Product.
Q001816,Llama4,10,Llama4_run10.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (),19,1,2566,Class: Service Provider. Method: update Profile. Signature: update Profile.
Q001817,Llama4,10,Llama4_run10.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (),12,1,2568,Class: Service Request. Method: cancel Request. Signature: cancel Request.
Q001818,Llama4,10,Llama4_run10.json,ServiceRequest,ServiceRequest,submitRequest,+ submitRequest (),6,1,2569,Class: Service Request. Method: submit Request. Signature: submit Request.
Q001819,Llama4,10,Llama4_run10.json,TransportRequest,TransportRequest,scheduleTransport,+ scheduleTransport (),9,1,2571,Class: Transport Request. Method: schedule Transport. Signature: schedule Transport.
Q001820,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2572,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001821,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,lockAccount,+ lockAccount (),2,1,2573,Class: User Account. Method: lock Account. Signature: lock Account.
Q001822,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,login,+ login (),2,1,2574,Class: User Account. Method: login. Signature: login.
Q001823,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,logout,+ logout (),16,1,2575,Class: User Account. Method: logout. Signature: logout.
Q001824,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,registerUser,+ registerUser (),1,1,2576,Class: User Account. Method: register User. Signature: register User.
Q001825,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,resetPassword,+ resetPassword (),3,1,2577,Class: User Account. Method: reset Password. Signature: reset Password.
Q001826,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,updateProfile,+ updateProfile (),4,1,2578,Class: User Account. Method: update Profile. Signature: update Profile.
Q001827,Llama4,10,Llama4_run10.json,UserAccount,UserAccount,verifyEmail,+ verifyEmail (),1,1,2579,Class: User Account. Method: verify Email. Signature: verify Email.
Q001828,Llama4,10,Llama4_run10.json,UserCredentials,UserCredentials,resetPasswordToken,+ resetPasswordToken (),3,1,2580,Class: User Credentials. Method: reset Password Token. Signature: reset Password Token.
Q001829,Llama4,10,Llama4_run10.json,UserCredentials,UserCredentials,validateCredentials,+ validateCredentials () : boolean,2,1,2581,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials boolean.
Q001830,Llama4,10,Llama4_run10.json,UserProfile,UserProfile,updateProfileDetails,+ updateProfileDetails (),4,1,2582,Class: User Profile. Method: update Profile Details. Signature: update Profile Details.
Q001831,Llama4,10,Llama4_run10.json,WasteJourney,WasteJourney,trackWaste,+ trackWaste (),10,1,2583,Class: Waste Journey. Method: track Waste. Signature: track Waste.
Q001832,Llama4,10,Llama4_run10.json,WasteJourney,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (),10,1,2584,Class: Waste Journey. Method: update Tracking Status. Signature: update Tracking Status.
Q001833,Llama4,2,Llama4_run2.json,Address,Address,updateAddress,+ updateAddress (Address),4,1,2585,Class: Address. Method: update Address. Signature: update Address Address.
Q001834,Llama4,2,Llama4_run2.json,Address,Address,validateAddress,+ validateAddress () : ValidationResult,1,1,2586,Class: Address. Method: validate Address. Signature: validate Address Validation Result.
Q001835,Llama4,2,Llama4_run2.json,CollectionPoint,CollectionPoint,addLocation,+ addLocation (),20,1,2587,Class: Collection Point. Method: add Location. Signature: add Location.
Q001836,Llama4,2,Llama4_run2.json,CollectionPoint,CollectionPoint,updateLocation,+ updateLocation (),20,1,2588,Class: Collection Point. Method: update Location. Signature: update Location.
Q001837,Llama4,2,Llama4_run2.json,CollectionRequest,CollectionRequest,assignVehicle,+ assignVehicle (VehicleType),8,1,2589,Class: Collection Request. Method: assign Vehicle. Signature: assign Vehicle Vehicle Type.
Q001838,Llama4,2,Llama4_run2.json,Product,Product,listProduct,+ listProduct (),5,1,2594,Class: Product. Method: list Product. Signature: list Product.
Q001839,Llama4,2,Llama4_run2.json,Product,Product,updateListing,+ updateListing (),13,1,2595,Class: Product. Method: update Listing. Signature: update Listing.
Q001840,Llama4,2,Llama4_run2.json,RoleManager,RoleManager,assignRole,"+ assignRole (UserAccount, UserRole)",21,1,2596,Class: Role Manager. Method: assign Role. Signature: assign Role User Account User Role.
Q001841,Llama4,2,Llama4_run2.json,RoleManager,RoleManager,validateRoleTransition,"+ validateRoleTransition (UserAccount, UserRole) : Boolean",21,1,2597,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition User Account User Role Boolean.
Q001842,Llama4,2,Llama4_run2.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts () : List<Product>,14,1,2598,Class: Search Filter. Method: search Products. Signature: search Products List Product.
Q001843,Llama4,2,Llama4_run2.json,ServiceProvider,ServiceProvider,getProfile,+ getProfile () : ServiceProvider,19,1,2599,Class: Service Provider. Method: get Profile. Signature: get Profile Service Provider.
Q001844,Llama4,2,Llama4_run2.json,ServiceProvider,ServiceProvider,handleCollectionRequest,+ handleCollectionRequest (CollectionRequest),8,1,2600,Class: Service Provider. Method: handle Collection Request. Signature: handle Collection Request Collection Request.
Q001845,Llama4,2,Llama4_run2.json,ServiceProvider,ServiceProvider,handleTransportRequest,+ handleTransportRequest (TransportRequest),9,1,2601,Class: Service Provider. Method: handle Transport Request. Signature: handle Transport Request Transport Request.
Q001846,Llama4,2,Llama4_run2.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (ServiceProvider),19,1,2602,Class: Service Provider. Method: update Profile. Signature: update Profile Service Provider.
Q001847,Llama4,2,Llama4_run2.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2603,Class: Service Request. Method: cancel. Signature: cancel.
Q001848,Llama4,2,Llama4_run2.json,ServiceRequest,ServiceRequest,schedule,+ schedule (),6,1,2604,Class: Service Request. Method: schedule. Signature: schedule.
Q001849,Llama4,2,Llama4_run2.json,TimeRange,TimeRange,overlaps,+ overlaps (TimeRange) : Boolean,8,1,2606,Class: Time Range. Method: overlaps. Signature: overlaps Time Range Boolean.
Q001850,Llama4,2,Llama4_run2.json,TransportRequest,TransportRequest,planRoute,+ planRoute (),9,1,2607,Class: Transport Request. Method: plan Route. Signature: plan Route.
Q001851,Llama4,2,Llama4_run2.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2608,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001852,Llama4,2,Llama4_run2.json,UserAccount,UserAccount,login,+ login (),2,1,2609,Class: User Account. Method: login. Signature: login.
Q001853,Llama4,2,Llama4_run2.json,UserAccount,UserAccount,logout,+ logout (),16,1,2610,Class: User Account. Method: logout. Signature: logout.
Q001854,Llama4,2,Llama4_run2.json,UserAccount,UserAccount,registerUser,"+ registerUser (UserProfile, UserCredentials)",1,1,2611,Class: User Account. Method: register User. Signature: register User User Profile User Credentials.
Q001855,Llama4,2,Llama4_run2.json,UserAccount,UserAccount,verifyEmail,+ verifyEmail (),1,1,2612,Class: User Account. Method: verify Email. Signature: verify Email.
Q001856,Llama4,2,Llama4_run2.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (),3,1,2613,Class: User Credentials. Method: reset Password. Signature: reset Password.
Q001857,Llama4,2,Llama4_run2.json,UserCredentials,UserCredentials,validateCredentials,+ validateCredentials () : Boolean,2,1,2614,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials Boolean.
Q001858,Llama4,2,Llama4_run2.json,UserProfile,UserProfile,getProfile,+ getProfile () : UserProfile,4,1,2615,Class: User Profile. Method: get Profile. Signature: get Profile User Profile.
Q001859,Llama4,2,Llama4_run2.json,UserProfile,UserProfile,updateProfile,+ updateProfile (UserProfile),4,1,2616,Class: User Profile. Method: update Profile. Signature: update Profile User Profile.
Q001860,Llama4,2,Llama4_run2.json,ValidationResult,ValidationResult,validate,+ validate () : ValidationResult,1,1,2617,Class: Validation Result. Method: validate. Signature: validate Validation Result.
Q001861,Llama4,2,Llama4_run2.json,WasteJourney,WasteJourney,track,+ track () : WasteJourney,10,1,2618,Class: Waste Journey. Method: track. Signature: track Waste Journey.
Q001862,Llama4,2,Llama4_run2.json,WasteJourney,WasteJourney,updateStatus,+ updateStatus (TrackingStatus),10,1,2619,Class: Waste Journey. Method: update Status. Signature: update Status Tracking Status.
Q001863,Llama4,3,Llama4_run3.json,Address,Address,validateAddress,+ validateAddress () : ValidationResult,1,1,2620,Class: Address. Method: validate Address. Signature: validate Address Validation Result.
Q001864,Llama4,3,Llama4_run3.json,CollectionPoint,CollectionPoint,updateLocation,+ updateLocation (),20,2,2621,Class: Collection Point. Method: update Location. Signature: update Location.
Q001865,Llama4,3,Llama4_run3.json,CollectionRequest,CollectionRequest,scheduleCollection,+ scheduleCollection (),8,1,2623,Class: Collection Request. Method: schedule Collection. Signature: schedule Collection.
Q001866,Llama4,3,Llama4_run3.json,NotificationService,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (),3,2,2625,Class: Notification Service. Method: send Password Reset Link. Signature: send Password Reset Link.
Q001867,Llama4,3,Llama4_run3.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (),1,2,2626,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email.
Q001868,Llama4,3,Llama4_run3.json,Product,Product,editProductListing,+ editProductListing (),13,2,2630,Class: Product. Method: edit Product Listing. Signature: edit Product Listing.
Q001869,Llama4,3,Llama4_run3.json,Product,Product,listProduct,+ listProduct (),5,2,2631,Class: Product. Method: list Product. Signature: list Product.
Q001870,Llama4,3,Llama4_run3.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2634,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001871,Llama4,3,Llama4_run3.json,RoleManager,RoleManager,validateRoleTransition,+ validateRoleTransition () : ValidationResult,21,1,2635,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition Validation Result.
Q001872,Llama4,3,Llama4_run3.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts () : List<Product>,14,1,2636,Class: Search Filter. Method: search Products. Signature: search Products List Product.
Q001873,Llama4,3,Llama4_run3.json,ServiceProvider,ServiceProvider,manageCollectionRequest,+ manageCollectionRequest (request : CollectionRequest),8,2,2637,Class: Service Provider. Method: manage Collection Request. Signature: manage Collection Request request Collection Request.
Q001874,Llama4,3,Llama4_run3.json,ServiceProvider,ServiceProvider,manageTransportRequest,+ manageTransportRequest (request : TransportRequest),9,2,2638,Class: Service Provider. Method: manage Transport Request. Signature: manage Transport Request request Transport Request.
